"Date","Code","CommodityId","CommodityName","DistrictName","DistrictCode","Stock","CommodityStock","TotalStock"
"1970-01-01T05:30:00Z","State","Andhra Pradesh","NA","1539","NA","NA","1539","NA"
"1970-01-01T05:30:00Z","State","Assam","NA","10","NA","NA","9","1"
"1970-01-01T05:30:00Z","State","Bihar","22","9","NA","1","23","1"
"1970-01-01T05:30:00Z","State","Gujarat","1","1","NA","NA","1","1"
"1970-01-01T05:30:00Z","State","Haryana","NA","NA","NA","NA","NA","NA"
"1970-01-01T05:30:00Z","State","Himachal Pradesh","NA","1","NA","1","NA","NA"
"1970-01-01T05:30:00Z","State","Jammu & Kashmir","NA","NA","NA","NA","NA","NA"
"1970-01-01T05:30:00Z","State","Kerala","6","51","NA","4","47","2"
"1970-01-01T05:30:00Z","State","Madhya Pradesh","1","5","NA","NA","4","1"
"1970-01-01T05:30:00Z","State","Maharashtra","45","396","NA","NA","408","NA"
"1970-01-01T05:30:00Z","State","Manipur","NA","NA","NA","NA","NA","NA"
"1970-01-01T05:30:00Z","State","Mysore","24","1981","NA","6","1989","NA"
"1970-01-01T05:30:00Z","State","Nagaland","NA","NA","NA","NA","NA","NA"
"1970-01-01T05:30:00Z","State","Orissa","NA","NA","NA","NA","NA","NA"
"1970-01-01T05:30:00Z","State","Punjab","NA","4","NA","NA","2","NA"
"1970-01-01T05:30:00Z","State","Rajasthan","1","8","NA","NA","6","3"
"1970-01-01T05:30:00Z","State","Tamil Nadu","7","3182","NA","NA","3182","1"
"1970-01-01T05:30:00Z","State","Tripura","NA","NA","NA","NA","NA","NA"
"1970-01-01T05:30:00Z","State","Uttar Pradesh","15","449","NA","4","436","NA"
"1970-01-01T05:30:00Z","State","West Bengal","NA","31","NA","NA","19","NA"
"1970-01-01T05:30:00Z","State","Total (States)","122","7667","NA","16","7665","10"
"1970-01-01T05:30:00Z","UT","A & N Islands","NA","NA","NA","NA","NA","NA"
"1970-01-01T05:30:00Z","UT","Chandigarh","NA","NA","NA","NA","NA","NA"
"1970-01-01T05:30:00Z","UT","D & N Haveli","NA","NA","NA","NA","NA","NA"
"1970-01-01T05:30:00Z","UT","Delhi","20","68","NA","NA","63","5"
"1970-01-01T05:30:00Z","UT","Goa, Daman & Diu","NA","NA","NA","NA","NA","NA"
"1970-01-01T05:30:00Z","UT","Lakshadweep","NA","NA","NA","NA","NA","NA"
"1970-01-01T05:30:00Z","UT","Pondicherry","NA","11","NA","NA","11","NA"
"1970-01-01T05:30:00Z","UT","Total (UTs)","20","79","NA","NA","74","5"
"1970-01-01T05:30:00Z","Total (All-India)","Total (All-India)","142","7746","NA","16","7739","15"
"1970-01-01T05:30:00Z","City","Ahmedabad","NA","1","NA","NA","1","NA"
"1970-01-01T05:30:00Z","City","Bangalore","8","659","NA","3","663","NA"
"1970-01-01T05:30:00Z","City","Bombay","36","208","NA","NA","218","NA"
"1970-01-01T05:30:00Z","City","Calcutta","NA","24","NA","NA","18","NA"
"1970-01-01T05:30:00Z","City","Delhi","20","67","NA","NA","62","5"
"1970-01-01T05:30:00Z","City","Hyderabad","NA","220","NA","NA","220","NA"
"1970-01-01T05:30:00Z","City","Kanpur","NA","38","NA","NA","15","NA"
"1970-01-01T05:30:00Z","City","Madras","NA","273","NA","NA","272","1"
"1970-01-01T05:30:00Z","City","Total (Cities)","64","1490","NA","3","1469","6"
