"Date","Code","CommodityId","CommodityName","DistrictName","DistrictCode","Stock","CommodityStock","TotalStock"
"1970-01-01T05:30:00Z","State","Andhra Pradesh","19404","743","73","12","20232",""
"1970-01-01T05:30:00Z","State","Assam","14680","20","43","7","14750",""
"1970-01-01T05:30:00Z","State","Bihar","61432","2746","169","5","64352",""
"1970-01-01T05:30:00Z","State","Gujarat","4460","19","3","2","4484",""
"1970-01-01T05:30:00Z","State","Haryana","448","116","NA","NA","564",""
"1970-01-01T05:30:00Z","State","Himachal Pradesh","350","NA","NA","NA","350",""
"1970-01-01T05:30:00Z","State","Jammu & Kashmir","3082","NA","NA","NA","3082",""
"1970-01-01T05:30:00Z","State","Kerala","18217","45","NA","NA","18262",""
"1970-01-01T05:30:00Z","State","Madhya Pradesh","13542","376","7","NA","13925",""
"1970-01-01T05:30:00Z","State","Maharashtra","15224","441","14","12","15691",""
"1970-01-01T05:30:00Z","State","Manipur","801","NA","NA","NA","801",""
"1970-01-01T05:30:00Z","State","Mysore","11806","9","NA","NA","11815",""
"1970-01-01T05:30:00Z","State","Nagaland","NA","NA","NA","NA","NA",""
"1970-01-01T05:30:00Z","State","Orissa","10248","107","NA","NA","10355",""
"1970-01-01T05:30:00Z","State","Punjab","190","NA","NA","NA","190",""
"1970-01-01T05:30:00Z","State","Rajasthan","18998","334","NA","NA","19332",""
"1970-01-01T05:30:00Z","State","Tamil Nadu","18347","894","96","39","19376",""
"1970-01-01T05:30:00Z","State","Tripura","1751","NA","NA","NA","1751",""
"1970-01-01T05:30:00Z","State","Uttar Pradesh","50358","2179","464","139","53140",""
"1970-01-01T05:30:00Z","State","West Bengal","NA","NA","NA","NA","NA",""
"1970-01-01T05:30:00Z","State","Total (States)","263338","8029","869","216","272452",""
"1970-01-01T05:30:00Z","UT","A & N Islands","79","NA","NA","NA","79",""
"1970-01-01T05:30:00Z","UT","Chandigarh","18","NA","NA","NA","18",""
"1970-01-01T05:30:00Z","UT","D & N Haveli","5","NA","NA","NA","5",""
"1970-01-01T05:30:00Z","UT","Delhi","1460","NA","NA","NA","1460",""
"1970-01-01T05:30:00Z","UT","Goa, Daman & Diu","73","NA","NA","NA","73",""
"1970-01-01T05:30:00Z","UT","Lakshadweep","NA","NA","NA","NA","NA",""
"1970-01-01T05:30:00Z","UT","Pondicherry","462","NA","NA","NA","462",""
"1970-01-01T05:30:00Z","UT","Total (UTs)","2097","NA","NA","NA","2097",""
"1970-01-01T05:30:00Z","Total (All-India)","Total (All-India)","265435","8029","869","216","274549",""
"1970-01-01T05:30:00Z","City","Ahmedabad","140","2","NA","NA","142",""
"1970-01-01T05:30:00Z","City","Bangalore","448","NA","NA","NA","448",""
"1970-01-01T05:30:00Z","City","Bombay","1823","87","6","5","1921",""
"1970-01-01T05:30:00Z","City","Calcutta","NA","NA","NA","NA","NA",""
"1970-01-01T05:30:00Z","City","Delhi","1350","NA","NA","NA","1350",""
"1970-01-01T05:30:00Z","City","Hyderabad","141","NA","NA","NA","141",""
"1970-01-01T05:30:00Z","City","Kanpur","474","14","2","NA","490",""
"1970-01-01T05:30:00Z","City","Madras","3921","7","NA","NA","3928",""
"1970-01-01T05:30:00Z","City","Total (Cities)","8297","110","8","5","8420",""
