"Date","Code","CommodityId","CommodityName","DistrictName","DistrictCode","Stock","CommodityStock","TotalStock"
"1970-01-01T05:30:00Z","State","Andhra Pradesh","69","0.49","36","0.23","4","0.02"
"1970-01-01T05:30:00Z","State","Assam","63","0.26","26","0.26","1","0.02"
"1970-01-01T05:30:00Z","State","Bihar","548","13.49","357","2.09","75","0.73"
"1970-01-01T05:30:00Z","State","Gujarat","188","1.14","13","0.09","4","0.01"
"1970-01-01T05:30:00Z","State","Haryana","1","0.01","18","0.71","2","NA"
"1970-01-01T05:30:00Z","State","Himachal Pradesh","1","0.03","NA","NA","NA","NA"
"1970-01-01T05:30:00Z","State","Jammu and Kashmir","6","0.02","NA","NA","NA","NA"
"1970-01-01T05:30:00Z","State","Kerala","24","0.32","NA","NA","3","0.01"
"1970-01-01T05:30:00Z","State","Madhya Pradesh","205","1.82","248","1.72","24","0.06"
"1970-01-01T05:30:00Z","State","Maharashtra","437","1.72","153","1.32","36","0.15"
"1970-01-01T05:30:00Z","State","Manipur","2","0.04","19","0.03","NA","NA"
"1970-01-01T05:30:00Z","State","Mysore","52","0.15","19","0.11","7","0.05"
"1970-01-01T05:30:00Z","State","Nagaland","17","0.15","13","0.03","NA","NA"
"1970-01-01T05:30:00Z","State","Orissa","111","0.57","38","0.16","2","0.03"
"1970-01-01T05:30:00Z","State","Punjab","1","NA","7","0.08","NA","NA"
"1970-01-01T05:30:00Z","State","Rajasthan","132","1.26","57","0.14","5","NA"
"1970-01-01T05:30:00Z","State","Tamil Nadu","53","0.68","29","0.29","4","0.01"
"1970-01-01T05:30:00Z","State","Tripura","NA","NA","NA","NA","NA","NA"
"1970-01-01T05:30:00Z","State","Uttar Pradesh","2176","10.23","2664","10.07","163","0.8"
"1970-01-01T05:30:00Z","State","West Bengal","741","6.14","182","1.82","22","0.29"
"1970-01-01T05:30:00Z","State","Total (States)","4827","38.52","3879","19.15","352","2.18"
"1970-01-01T05:30:00Z","UT","A & N Islands","NA","NA","NA","NA","NA","NA"
"1970-01-01T05:30:00Z","UT","Chandigarh","NA","NA","NA","NA","NA","NA"
"1970-01-01T05:30:00Z","UT","D & N Haveli","NA","NA","NA","NA","NA","NA"
"1970-01-01T05:30:00Z","UT","Delhi","2","NA","35","0.35","4","0.02"
"1970-01-01T05:30:00Z","UT","Goa","7","0.03","1","NA","NA","NA"
"1970-01-01T05:30:00Z","UT","Lakshadweep","NA","NA","NA","NA","NA","NA"
"1970-01-01T05:30:00Z","UT","Pondicherry","2","0.01","NA","NA","NA","NA"
"1970-01-01T05:30:00Z","UT","Total (UTs)","11","0.04","36","0.35","4","0.02"
"1970-01-01T05:30:00Z","Total (All-India)","Total (All-India)","4838","38.56","3915","19.5","356","2.2"
"1970-01-01T05:30:00Z","City","Ahmedabad","2","NA","1","0.04","NA","NA"
"1970-01-01T05:30:00Z","City","Bangalore","5","0.09","5","0.09","NA","NA"
"1970-01-01T05:30:00Z","City","Bombay","15","0.14","17","0.19","NA","NA"
"1970-01-01T05:30:00Z","City","Calcutta","26","0.4","44","0.97","1","NA"
"1970-01-01T05:30:00Z","City","Delhi","2","NA","35","0.35","4","0.02"
"1970-01-01T05:30:00Z","City","Hyderabad","7","0.08","6","0.02","NA","NA"
"1970-01-01T05:30:00Z","City","Kanpur","50","0.05","149","1.28","NA","NA"
"1970-01-01T05:30:00Z","City","Madras","17","0.18","NA","NA","NA","NA"
"1970-01-01T05:30:00Z","City","Total (Cities)","124","0.94","257","2.94","5","0.02"
