"Date","Code","CommodityId","CommodityName","DistrictName","DistrictCode","Stock","CommodityStock","TotalStock"
"1970-01-01T05:30:00Z","State","Andhra Pradesh","NA","1539","NA","NA","1539","197"
"1970-01-01T05:30:00Z","State","Assam","NA","19","3","5","11","5"
"1970-01-01T05:30:00Z","State","Bihar","1","48","NA","3","46","133"
"1970-01-01T05:30:00Z","State","Gujarat","NA","2","NA","NA","2","20"
"1970-01-01T05:30:00Z","State","Haryana","NA","NA","NA","NA","NA","NA"
"1970-01-01T05:30:00Z","State","Himachal Pradesh","NA","NA","NA","NA","NA","NA"
"1970-01-01T05:30:00Z","State","Jammu & Kashmir","NA","NA","NA","NA","NA","NA"
"1970-01-01T05:30:00Z","State","Kerala","12","95","3","5","99","60"
"1970-01-01T05:30:00Z","State","Madhya Pradesh","3","8","NA","3","8","24"
"1970-01-01T05:30:00Z","State","Maharashtra","59","467","NA","57","469","175"
"1970-01-01T05:30:00Z","State","Manipur","NA","NA","NA","NA","NA","1"
"1970-01-01T05:30:00Z","State","Mysore","26","1988","4","23","1987","234"
"1970-01-01T05:30:00Z","State","Nagaland","NA","41","NA","NA","41","NA"
"1970-01-01T05:30:00Z","State","Orissa","NA","NA","NA","NA","NA","NA"
"1970-01-01T05:30:00Z","State","Punjab","NA","10","NA","4","6","NA"
"1970-01-01T05:30:00Z","State","Rajasthan","4","8","NA","NA","12","50"
"1970-01-01T05:30:00Z","State","Tamil Nadu","1","3058","1","NA","3058","57"
"1970-01-01T05:30:00Z","State","Tripura","NA","NA","NA","NA","NA","NA"
"1970-01-01T05:30:00Z","State","Uttar Pradesh","6","724","NA","224","506","247"
"1970-01-01T05:30:00Z","State","West Bengal","NA","78","NA","43","35","NA"
"1970-01-01T05:30:00Z","State","Total (States)","112","8085","11","367","7819","1203"
"1970-01-01T05:30:00Z","UT","A & N Islands","NA","NA","NA","NA","NA","NA"
"1970-01-01T05:30:00Z","UT","Chandigarh","NA","NA","NA","NA","NA","NA"
"1970-01-01T05:30:00Z","UT","D & N Haveli","NA","NA","NA","NA","NA","NA"
"1970-01-01T05:30:00Z","UT","Delhi","2","146","NA","2","146","313"
"1970-01-01T05:30:00Z","UT","Goa, Daman & Diu","NA","NA","NA","NA","NA","NA"
"1970-01-01T05:30:00Z","UT","Lakshadweep","NA","NA","NA","NA","NA","NA"
"1970-01-01T05:30:00Z","UT","Pondicherry","NA","11","NA","NA","11","NA"
"1970-01-01T05:30:00Z","UT","Total (UTs)","2","157","NA","2","157","313"
"1970-01-01T05:30:00Z","Total (All-India)","Total (All-India)","114","8242","11","369","7976","1516"
"1970-01-01T05:30:00Z","City","Ahmedabad","NA","2","NA","NA","2","6"
"1970-01-01T05:30:00Z","City","Bangalore","8","656","NA","1","663","16"
"1970-01-01T05:30:00Z","City","Bombay","48","245","NA","41","252","25"
"1970-01-01T05:30:00Z","City","Calcutta","NA","71","NA","37","34","NA"
"1970-01-01T05:30:00Z","City","Delhi","2","144","NA","2","144","309"
"1970-01-01T05:30:00Z","City","Hyderabad","NA","220","NA","NA","220","3"
"1970-01-01T05:30:00Z","City","Kanpur","NA","38","NA","23","15","20"
"1970-01-01T05:30:00Z","City","Madras","NA","273","1","NA","272","NA"
"1970-01-01T05:30:00Z","City","Total (Cities)","58","1649","1","104","1602","379"
