S. No. (Col.1),State/UT (Col.2),SC/ST(Prevention of Atrocities) Act r/w IPC - Murder (Section 302 IPC) - I (Col.3),SC/ST(Prevention of Atrocities) Act r/w IPC - Murder (Section 302 IPC) - V (Col.4),SC/ST(Prevention of Atrocities) Act r/w IPC - Murder (Section 302 IPC) - R (Col.5),SC/ST(Prevention of Atrocities) Act r/w IPC - Attempt To Commit Murder (Section 307 IPC) - I (Col.6),SC/ST(Prevention of Atrocities) Act r/w IPC - Attempt To Commit Murder (Section 307 IPC) - V (Col.7),SC/ST(Prevention of Atrocities) Act r/w IPC - Attempt To Commit Murder (Section 307 IPC) - R (Col.8),"SC/ST(Prevention of Atrocities) Act r/w IPC - Grievous Hurt * (Section 325,326,326A & 326B IPC) - I (Col.9)","SC/ST(Prevention of Atrocities) Act r/w IPC - Grievous Hurt * (Section 325,326,326A & 326B IPC) - V (Col.10)","SC/ST(Prevention of Atrocities) Act r/w IPC - Grievous Hurt * (Section 325,326,326A & 326B IPC) - R (Col.11)",SC/ST(Prevention of Atrocities) Act r/w IPC - Assault on ST Women to Outrage Her Modesty - Assault on ST Women to Outrage Her Modesty(Total) - I (Col.12),SC/ST(Prevention of Atrocities) Act r/w IPC - Assault on ST Women to Outrage Her Modesty - Assault on ST Women to Outrage Her Modesty(Total) - V (Col.13),SC/ST(Prevention of Atrocities) Act r/w IPC - Assault on ST Women to Outrage Her Modesty - Assault on ST Women to Outrage Her Modesty(Total) - R (Col.14),SC/ST(Prevention of Atrocities) Act r/w IPC - Assault on ST Women to Outrage Her Modesty - Assault on Women (Section 354) - I (Col.12A),SC/ST(Prevention of Atrocities) Act r/w IPC - Assault on ST Women to Outrage Her Modesty - Assault on Women (Section 354) - V (Col.13A),SC/ST(Prevention of Atrocities) Act r/w IPC - Assault on ST Women to Outrage Her Modesty - Assault on Women (Section 354) - R (Col.14A),SC/ST(Prevention of Atrocities) Act r/w IPC - Assault on ST Women to Outrage Her Modesty - Sexual Harassment (Section 354A IPC) - I (Col.12B),SC/ST(Prevention of Atrocities) Act r/w IPC - Assault on ST Women to Outrage Her Modesty - Sexual Harassment (Section 354A IPC) - V (Col.13B),SC/ST(Prevention of Atrocities) Act r/w IPC - Assault on ST Women to Outrage Her Modesty - Sexual Harassment (Section 354A IPC) - R (Col.14B),SC/ST(Prevention of Atrocities) Act r/w IPC - Assault on ST Women to Outrage Her Modesty - Assault or Use of Criminal Force to Women With Intent to Disrobe (Sec.354B IPC) - I (Col.12C),SC/ST(Prevention of Atrocities) Act r/w IPC - Assault on ST Women to Outrage Her Modesty - Assault or Use of Criminal Force to Women With Intent to Disrobe (Sec.354B IPC) - V (Col.13C),SC/ST(Prevention of Atrocities) Act r/w IPC - Assault on ST Women to Outrage Her Modesty - Assault or Use of Criminal Force to Women With Intent to Disrobe (Sec.354B IPC) - R (Col.14C),SC/ST(Prevention of Atrocities) Act r/w IPC - Assault on ST Women to Outrage Her Modesty - Voyeurism (Section 354C IPC) - I (Col.12D),SC/ST(Prevention of Atrocities) Act r/w IPC - Assault on ST Women to Outrage Her Modesty - Voyeurism (Section 354C IPC) - V (Col.13D),SC/ST(Prevention of Atrocities) Act r/w IPC - Assault on ST Women to Outrage Her Modesty - Voyeurism (Section 354C IPC) - R (Col.14D),SC/ST(Prevention of Atrocities) Act r/w IPC - Assault on ST Women to Outrage Her Modesty - Stalking (Section 354D IPC) - I (Col.12E),SC/ST(Prevention of Atrocities) Act r/w IPC - Assault on ST Women to Outrage Her Modesty - Stalking (Section 354D IPC) - V (Col.13E),SC/ST(Prevention of Atrocities) Act r/w IPC - Assault on ST Women to Outrage Her Modesty - Stalking (Section 354D IPC) - R (Col.14E),SC/ST(Prevention of Atrocities) Act r/w IPC - Insult to Modesty of ST Women (Sec 509 IPC) - I (Col.15),SC/ST(Prevention of Atrocities) Act r/w IPC - Insult to Modesty of ST Women (Sec 509 IPC) - V (Col.16),SC/ST(Prevention of Atrocities) Act r/w IPC - Insult to Modesty of ST Women (Sec 509 IPC) - R (Col.17),SC/ST(Prevention of Atrocities) Act r/w IPC - Kidnapping & Abduction - Kidnapping & Abduction (Total) - I (Col.18),SC/ST(Prevention of Atrocities) Act r/w IPC - Kidnapping & Abduction - Kidnapping & Abduction (Total) - V (Col.19),SC/ST(Prevention of Atrocities) Act r/w IPC - Kidnapping & Abduction - Kidnapping & Abduction (Total) - R (Col.20),SC/ST(Prevention of Atrocities) Act r/w IPC - Kidnapping & Abduction - Kidnapping & Abduction (Section 363 IPC) - I (Col.18A),SC/ST(Prevention of Atrocities) Act r/w IPC - Kidnapping & Abduction - Kidnapping & Abduction (Section 363 IPC) - V (Col.19A),SC/ST(Prevention of Atrocities) Act r/w IPC - Kidnapping & Abduction - Kidnapping & Abduction (Section 363 IPC) - R (Col.20A),SC/ST(Prevention of Atrocities) Act r/w IPC - Kidnapping & Abduction - Kidnapping & Abduction for Murder (Section 364 IPC) - I (Col.18B),SC/ST(Prevention of Atrocities) Act r/w IPC - Kidnapping & Abduction - Kidnapping & Abduction for Murder (Section 364 IPC) - V (Col.19B),SC/ST(Prevention of Atrocities) Act r/w IPC - Kidnapping & Abduction - Kidnapping & Abduction for Murder (Section 364 IPC) - R (Col.20B),SC/ST(Prevention of Atrocities) Act r/w IPC - Kidnapping & Abduction - Kidnapping & Abduction for Ransom (Section 364A IPC) - I (Col.18C),SC/ST(Prevention of Atrocities) Act r/w IPC - Kidnapping & Abduction - Kidnapping & Abduction for Ransom (Section 364A IPC) - V (Col.19C),SC/ST(Prevention of Atrocities) Act r/w IPC - Kidnapping & Abduction - Kidnapping & Abduction for Ransom (Section 364A IPC) - R (Col.20C),SC/ST(Prevention of Atrocities) Act r/w IPC - Kidnapping & Abduction - Kidnapping & Abduction of ST Women to Compel Her For Marriage (Sec 366 IPC) - I (Col.18D),SC/ST(Prevention of Atrocities) Act r/w IPC - Kidnapping & Abduction - Kidnapping & Abduction of ST Women to Compel Her For Marriage (Sec 366 IPC) - V (Col.19D),SC/ST(Prevention of Atrocities) Act r/w IPC - Kidnapping & Abduction - Kidnapping & Abduction of ST Women to Compel Her For Marriage (Sec 366 IPC) - R (Col.20D),"SC/ST(Prevention of Atrocities) Act r/w IPC - Kidnapping & Abduction - Kidnapping & Abduction for Other Reasons (Sec.363A, 365, 366A, 366B, 367, 368, 369 IPC) - I (Col.18E)","SC/ST(Prevention of Atrocities) Act r/w IPC - Kidnapping & Abduction - Kidnapping & Abduction for Other Reasons (Sec.363A, 365, 366A, 366B, 367, 368, 369 IPC) - V (Col.19E)","SC/ST(Prevention of Atrocities) Act r/w IPC - Kidnapping & Abduction - Kidnapping & Abduction for Other Reasons (Sec.363A, 365, 366A, 366B, 367, 368, 369 IPC) - R (Col.20E)",SC/ST(Prevention of Atrocities) Act r/w IPC - Rape (Section 376 IPC) - I (Col.21),SC/ST(Prevention of Atrocities) Act r/w IPC - Rape (Section 376 IPC) - V (Col.22),SC/ST(Prevention of Atrocities) Act r/w IPC - Rape (Section 376 IPC) - R (Col.23),SC/ST(Prevention of Atrocities) Act r/w IPC - Attempt To Commit Rape (Section 376/511 IPC) - I (Col.24),SC/ST(Prevention of Atrocities) Act r/w IPC - Attempt To Commit Rape (Section 376/511 IPC) - V (Col.25),SC/ST(Prevention of Atrocities) Act r/w IPC - Attempt To Commit Rape (Section 376/511 IPC) - R (Col.26),"SC/ST(Prevention of Atrocities) Act r/w IPC - Riots (Sections 147, 148, 149, 150 & 151 IPC) - I (Col.27)","SC/ST(Prevention of Atrocities) Act r/w IPC - Riots (Sections 147, 148, 149, 150 & 151 IPC) - V (Col.28)","SC/ST(Prevention of Atrocities) Act r/w IPC - Riots (Sections 147, 148, 149, 150 & 151 IPC) - R (Col.29)",SC/ST(Prevention of Atrocities) Act r/w IPC - Robbery (Section 392 to 394 IPC) - I (Col.30),SC/ST(Prevention of Atrocities) Act r/w IPC - Robbery (Section 392 to 394 IPC) - V (Col.31),SC/ST(Prevention of Atrocities) Act r/w IPC - Robbery (Section 392 to 394 IPC) - R (Col.32),SC/ST(Prevention of Atrocities) Act r/w IPC - Dacoity (Sec 395 to 398 IPC) - I (Col.33),SC/ST(Prevention of Atrocities) Act r/w IPC - Dacoity (Sec 395 to 398 IPC) - V (Col.34),SC/ST(Prevention of Atrocities) Act r/w IPC - Dacoity (Sec 395 to 398 IPC) - R (Col.35),"SC/ST(Prevention of Atrocities) Act r/w IPC - Arson (Section 435, 436, 438 IPC) - I (Col.36)","SC/ST(Prevention of Atrocities) Act r/w IPC - Arson (Section 435, 436, 438 IPC) - V (Col.37)","SC/ST(Prevention of Atrocities) Act r/w IPC - Arson (Section 435, 436, 438 IPC) - R (Col.38)",SC/ST(Prevention of Atrocities) Act r/w IPC - Other IPC Crimes * - I (Col.39),SC/ST(Prevention of Atrocities) Act r/w IPC - Other IPC Crimes * - V (Col.40),SC/ST(Prevention of Atrocities) Act r/w IPC - Other IPC Crimes * - R (Col.41),SC/ST(Prevention of Atrocities) Act r/w IPC - Total SC/ST (POA) Act r/w IPC - I (Col.42),SC/ST(Prevention of Atrocities) Act r/w IPC - Total SC/ST (POA) Act r/w IPC - V (Col.43),SC/ST(Prevention of Atrocities) Act r/w IPC - Total SC/ST (POA) Act r/w IPC - R (Col.44),SC/ST (Prevention of Atrocities) Act only (without IPC) - I (Col.45),SC/ST (Prevention of Atrocities) Act only (without IPC) - V (Col.46),SC/ST (Prevention of Atrocities) Act only (without IPC) - R (Col.47),Total of SC/ST (Prevention of Atrocities) Act (with & without IPC) - I (Col.48),Total of SC/ST (Prevention of Atrocities) Act (with & without IPC) - V (Col.49),Total of SC/ST (Prevention of Atrocities) Act (with & without IPC) - R (Col.50),Protection of Civil Rights Act against STs - I (Col.51),Protection of Civil Rights Act against STs - V (Col.52),Protection of Civil Rights Act against STs - R (Col.53),Total Crime/Atrocities against Scheduled Tribes - I (Col.54),Total Crime/Atrocities against Scheduled Tribes - V (Col.55),Total Crime/Atrocities against Scheduled Tribes - R (Col.56)
1,Andhra Pradesh,8,8,0.3,7,7,0.3,2,2,0.1,39,39,1.5,24,24,0.9,6,6,0.2,5,5,0.2,1,1,0,3,3,0.1,10,10,0.4,5,5,0.2,2,2,0.1,0,0,0,0,0,0,2,2,0.1,1,1,0,29,29,1.1,3,3,0.1,2,4,0.1,0,0,0,0,0,0,2,2,0.1,231,237,8.8,338,346,12.8,67,67,2.5,405,413,15.4,0,0,0,405,413,15.4
2,Arunachal Pradesh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.1,1,1,0.1
3,Assam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,1,0
4,Bihar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,1,14,14,1,11,11,0.8,25,25,1.9,0,0,0,25,25,1.9
5,Chhattisgarh,6,9,0.1,3,6,0,5,5,0.1,88,88,1.1,61,61,0.8,17,17,0.2,9,9,0.1,0,0,0,1,1,0,2,2,0,14,14,0.2,6,6,0.1,0,0,0,0,0,0,5,5,0.1,3,3,0,157,157,2,1,1,0,6,6,0.1,0,0,0,5,9,0.1,0,0,0,114,118,1.5,401,415,5.1,1,1,0,402,416,5.1,0,0,0,402,416,5.1
6,Goa,0,0,0,1,2,0.7,1,1,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,45,0.7,0,0,0,0,0,0,0,0,0,2,3,1.3,5,51,3.3,6,10,4,11,61,7.4,0,0,0,11,61,7.4
7,Gujarat,15,17,0.2,10,17,0.1,18,20,0.2,24,25,0.3,9,9,0.1,11,12,0.1,2,2,0,1,1,0,1,1,0,0,0,0,25,25,0.3,7,7,0.1,0,0,0,0,0,0,14,14,0.2,4,4,0,34,34,0.4,1,1,0,21,28,0.2,4,4,0,0,0,0,1,2,0,91,98,1,244,271,2.7,37,38,0.4,281,309,3.2,0,0,0,281,309,3.2
8,Haryana,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA
9,Himachal Pradesh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.5,2,2,0.5,0,0,0,2,2,0.5
10,Jammu & Kashmir,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,Jharkhand,1,1,0,1,1,0,3,3,0,3,3,0,0,0,0,2,2,0,0,0,0,1,1,0,0,0,0,0,0,0,5,8,0.1,0,0,0,1,1,0,1,1,0,0,0,0,3,6,0,14,14,0.2,4,4,0,2,2,0,1,1,0,0,0,0,1,1,0,2,2,0,37,40,0.4,243,244,2.8,280,284,3.2,0,0,0,280,284,3.2
12,Karnataka,10,10,0.2,6,9,0.1,2,2,0,6,6,0.1,2,2,0,2,2,0,2,2,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,19,19,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,23,0.5,67,71,1.6,304,346,7.2,371,417,8.7,3,7,0.1,374,424,8.8
13,Kerala,1,1,0.2,3,3,0.6,4,4,0.8,31,31,6.4,18,18,3.7,12,12,2.5,1,1,0.2,0,0,0,0,0,0,0,0,0,2,2,0.4,1,1,0.2,0,0,0,0,0,0,0,0,0,1,1,0.2,47,47,9.7,2,2,0.4,8,8,1.7,0,0,0,0,0,0,0,0,0,74,75,15.3,172,173,35.5,10,10,2.1,182,183,37.5,0,0,0,182,183,37.5
14,Madhya Pradesh,41,41,0.3,24,25,0.2,26,26,0.2,399,399,2.6,191,191,1.2,173,173,1.1,15,15,0.1,4,4,0,16,16,0.1,2,2,0,51,51,0.3,26,26,0.2,0,0,0,0,0,0,21,21,0.1,4,4,0,377,377,2.5,0,0,0,17,23,0.1,2,2,0,1,1,0,4,5,0,879,910,5.7,1823,1862,11.9,0,0,0,1823,1862,11.9,0,0,0,1823,1862,11.9
15,Maharashtra,18,19,0.2,9,9,0.1,13,16,0.1,109,112,1,47,47,0.4,51,54,0.5,5,5,0,0,0,0,6,6,0.1,1,1,0,10,10,0.1,4,4,0,0,0,0,0,0,0,3,3,0,3,3,0,85,85,0.8,0,0,0,47,58,0.4,1,1,0,0,0,0,1,1,0,73,77,0.7,367,389,3.5,36,36,0.3,403,425,3.8,0,0,0,403,425,3.8
16,Manipur,1,1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.1,0,0,0,1,1,0.1,0,0,0,1,1,0.1
17,Meghalaya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,Mizoram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,Nagaland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,Odisha,12,12,0.1,13,13,0.1,41,52,0.4,43,44,0.4,32,32,0.3,5,5,0.1,6,7,0.1,0,0,0,0,0,0,2,2,0,18,18,0.2,9,9,0.1,0,0,0,0,0,0,2,2,0,7,7,0.1,91,91,0.9,0,0,0,34,41,0.4,1,1,0,0,0,0,2,2,0,424,436,4.4,681,712,7.1,0,0,0,681,712,7.1,0,0,0,681,712,7.1
21,Punjab,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,1,1,NA,1,1,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,1,1,NA,1,1,NA,2,2,NA,0,0,NA,2,2,NA
22,Rajasthan,16,16,0.2,2,2,0,7,7,0.1,31,31,0.3,26,26,0.3,2,2,0,3,3,0,0,0,0,0,0,0,0,0,0,15,15,0.2,3,3,0,0,0,0,0,0,0,3,3,0,9,9,0.1,71,71,0.8,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1013,1017,11,1157,1161,12.5,38,39,0.4,1195,1200,12.9,0,0,0,1195,1200,12.9
23,Sikkim,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,Tamil Nadu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,27,1.9,16,28,2,3,3,0.4,19,31,2.4,0,0,0,19,31,2.4
25,Telangana,10,10,0.3,12,12,0.4,16,16,0.5,49,49,1.5,25,25,0.8,13,13,0.4,0,0,0,0,0,0,11,11,0.3,13,13,0.4,15,15,0.5,1,1,0,0,0,0,1,1,0,1,1,0,12,12,0.4,41,41,1.2,1,1,0,3,18,0.1,0,0,0,0,0,0,0,0,0,163,171,5,323,346,9.8,52,59,1.6,375,405,11.4,0,0,0,375,405,11.4
26,Tripura,0,0,0,0,0,0,1,1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.2,3,3,0.3,0,0,0,3,3,0.3,0,0,0,3,3,0.3
