S. No. (Col.1),State/UT (Col.2),SC/ST(Prevention of Atrocities) Act r/w IPC - Murder (Section 302 IPC) - I (Col.3),SC/ST(Prevention of Atrocities) Act r/w IPC - Murder (Section 302 IPC) - V (Col.4),SC/ST(Prevention of Atrocities) Act r/w IPC - Murder (Section 302 IPC) - R (Col.5),SC/ST(Prevention of Atrocities) Act r/w IPC - Attempt To Commit Murder (Section 307 IPC) - I (Col.6),SC/ST(Prevention of Atrocities) Act r/w IPC - Attempt To Commit Murder (Section 307 IPC) - V (Col.7),SC/ST(Prevention of Atrocities) Act r/w IPC - Attempt To Commit Murder (Section 307 IPC) - R (Col.8),"SC/ST(Prevention of Atrocities) Act r/w IPC - Grievous Hurt (Section 325,326,326A & 326B IPC) - I (Col.9)","SC/ST(Prevention of Atrocities) Act r/w IPC - Grievous Hurt (Section 325,326,326A & 326B IPC) - V (Col.10)","SC/ST(Prevention of Atrocities) Act r/w IPC - Grievous Hurt (Section 325,326,326A & 326B IPC) - R (Col.11)",SC/ST(Prevention of Atrocities) Act r/w IPC - Assault on SC Women to Outrage Her Modesty - Assault on SC Women to Outrage Her Modesty (Total) - I (Col.12),SC/ST(Prevention of Atrocities) Act r/w IPC - Assault on SC Women to Outrage Her Modesty - Assault on SC Women to Outrage Her Modesty (Total) - V (Col.13),SC/ST(Prevention of Atrocities) Act r/w IPC - Assault on SC Women to Outrage Her Modesty - Assault on SC Women to Outrage Her Modesty (Total) - R (Col.14),SC/ST(Prevention of Atrocities) Act r/w IPC - Assault on SC Women to Outrage Her Modesty - Assault on Women (Section 354) - I (Col.12A),SC/ST(Prevention of Atrocities) Act r/w IPC - Assault on SC Women to Outrage Her Modesty - Assault on Women (Section 354) - V (Col.13A),SC/ST(Prevention of Atrocities) Act r/w IPC - Assault on SC Women to Outrage Her Modesty - Assault on Women (Section 354) - R (Col.14A),SC/ST(Prevention of Atrocities) Act r/w IPC - Assault on SC Women to Outrage Her Modesty - Sexual Harassment (Section 354A IPC) - I (Col.12B),SC/ST(Prevention of Atrocities) Act r/w IPC - Assault on SC Women to Outrage Her Modesty - Sexual Harassment (Section 354A IPC) - V (Col.13B),SC/ST(Prevention of Atrocities) Act r/w IPC - Assault on SC Women to Outrage Her Modesty - Sexual Harassment (Section 354A IPC) - R (Col.14B),SC/ST(Prevention of Atrocities) Act r/w IPC - Assault on SC Women to Outrage Her Modesty - Assault or Use of Criminal Force to Women with intent to Disrobe (Sec.354B IPC) - I (Col.12C),SC/ST(Prevention of Atrocities) Act r/w IPC - Assault on SC Women to Outrage Her Modesty - Assault or Use of Criminal Force to Women with intent to Disrobe (Sec.354B IPC) - V (Col.13C),SC/ST(Prevention of Atrocities) Act r/w IPC - Assault on SC Women to Outrage Her Modesty - Assault or Use of Criminal Force to Women with intent to Disrobe (Sec.354B IPC) - R (Col.14C),SC/ST(Prevention of Atrocities) Act r/w IPC - Assault on SC Women to Outrage Her Modesty - Voyeurism (Section 354C IPC) - I (Col.12D),SC/ST(Prevention of Atrocities) Act r/w IPC - Assault on SC Women to Outrage Her Modesty - Voyeurism (Section 354C IPC) - V (Col.13D),SC/ST(Prevention of Atrocities) Act r/w IPC - Assault on SC Women to Outrage Her Modesty - Voyeurism (Section 354C IPC) - R (Col.14D),SC/ST(Prevention of Atrocities) Act r/w IPC - Assault on SC Women to Outrage Her Modesty - Stalking (Section 354D IPC) - I (Col.12E),SC/ST(Prevention of Atrocities) Act r/w IPC - Assault on SC Women to Outrage Her Modesty - Stalking (Section 354D IPC) - V (Col.13E),SC/ST(Prevention of Atrocities) Act r/w IPC - Assault on SC Women to Outrage Her Modesty - Stalking (Section 354D IPC) - R (Col.14E),SC/ST(Prevention of Atrocities) Act r/w IPC - Insult to Modesty of SC Women (Sec 509 IPC) - I (Col.15),SC/ST(Prevention of Atrocities) Act r/w IPC - Insult to Modesty of SC Women (Sec 509 IPC) - V (Col.16),SC/ST(Prevention of Atrocities) Act r/w IPC - Insult to Modesty of SC Women (Sec 509 IPC) - R (Col.17),SC/ST(Prevention of Atrocities) Act r/w IPC - Kidnapping & Abduction - Kidnapping & Abduction (Total) - I (Col.18),SC/ST(Prevention of Atrocities) Act r/w IPC - Kidnapping & Abduction - Kidnapping & Abduction (Total) - V (Col.19),SC/ST(Prevention of Atrocities) Act r/w IPC - Kidnapping & Abduction - Kidnapping & Abduction (Total) - R (Col.20),SC/ST(Prevention of Atrocities) Act r/w IPC - Kidnapping & Abduction - Kidnapping & Abduction (Section 363 IPC) - I (Col.18A),SC/ST(Prevention of Atrocities) Act r/w IPC - Kidnapping & Abduction - Kidnapping & Abduction (Section 363 IPC) - V (Col.19A),SC/ST(Prevention of Atrocities) Act r/w IPC - Kidnapping & Abduction - Kidnapping & Abduction (Section 363 IPC) - R (Col.20A),SC/ST(Prevention of Atrocities) Act r/w IPC - Kidnapping & Abduction - Kidnapping & Abduction for Murder (Section 364 IPC) - I (Col.18B),SC/ST(Prevention of Atrocities) Act r/w IPC - Kidnapping & Abduction - Kidnapping & Abduction for Murder (Section 364 IPC) - V (Col.19B),SC/ST(Prevention of Atrocities) Act r/w IPC - Kidnapping & Abduction - Kidnapping & Abduction for Murder (Section 364 IPC) - R (Col.20B),SC/ST(Prevention of Atrocities) Act r/w IPC - Kidnapping & Abduction - Kidnapping & Abduction for Ransom (Section 364A IPC) - I (Col.18C),SC/ST(Prevention of Atrocities) Act r/w IPC - Kidnapping & Abduction - Kidnapping & Abduction for Ransom (Section 364A IPC) - V (Col.19C),SC/ST(Prevention of Atrocities) Act r/w IPC - Kidnapping & Abduction - Kidnapping & Abduction for Ransom (Section 364A IPC) - R (Col.20C),SC/ST(Prevention of Atrocities) Act r/w IPC - Kidnapping & Abduction - Kidnapping & Abduction of SC Women to Compel her for Marriage (Sec 366 IPC) - I (Col.18D),SC/ST(Prevention of Atrocities) Act r/w IPC - Kidnapping & Abduction - Kidnapping & Abduction of SC Women to Compel Her For Marriage (Sec 366 IPC) - V (Col.19D),SC/ST(Prevention of Atrocities) Act r/w IPC - Kidnapping & Abduction - Kidnapping & Abduction of SC Women to Compel her For Marriage (Sec 366 IPC) - R (Col.20D),"SC/ST(Prevention of Atrocities) Act r/w IPC - Kidnapping & Abduction - Kidnapping & Abduction for Other Reasons (Sec 363A, 365, 366A, 366B, 367, 368, 369 IPC) - I (Col.18E)","SC/ST(Prevention of Atrocities) Act r/w IPC - Kidnapping & Abduction - Kidnapping & Abduction for Other Reasons (Sec 363A, 365, 366A, 366B, 367, 368, 369 IPC) - V (Col.19E)","SC/ST(Prevention of Atrocities) Act r/w IPC - Kidnapping & Abduction - Kidnapping & Abduction for Other Reasons (Sec 363A, 365, 366A, 366B, 367, 368, 369 IPC) - R (Col.20E)",SC/ST(Prevention of Atrocities) Act r/w IPC - Rape (Section 376 IPC) - I (Col.21),SC/ST(Prevention of Atrocities) Act r/w IPC - Rape (Section 376 IPC) - V (Col.22),SC/ST(Prevention of Atrocities) Act r/w IPC - Rape (Section 376 IPC) - R (Col.23),SC/ST(Prevention of Atrocities) Act r/w IPC - Attempt To Commit Rape (Section 376/511 IPC) - I (Col.24),SC/ST(Prevention of Atrocities) Act r/w IPC - Attempt To Commit Rape (Section 376/511 IPC) - V (Col.25),SC/ST(Prevention of Atrocities) Act r/w IPC - Attempt To Commit Rape (Section 376/511 IPC) - R (Col.26),SC/ST(Prevention of Atrocities) Act r/w IPC - Rioting (Sections 147 to 151 IPC) - I (Col.27),SC/ST(Prevention of Atrocities) Act r/w IPC - Rioting (Sections 147 to 151 IPC) - V (Col.28),SC/ST(Prevention of Atrocities) Act r/w IPC - Rioting (Sections 147 to 151 IPC) - R (Col.29),SC/ST(Prevention of Atrocities) Act r/w IPC - Robbery (Section 392 to 394 IPC) - I (Col.30),SC/ST(Prevention of Atrocities) Act r/w IPC - Robbery (Section 392 to 394 IPC) - V (Col.31),SC/ST(Prevention of Atrocities) Act r/w IPC - Robbery (Section 392 to 394 IPC) - R (Col.32),SC/ST(Prevention of Atrocities) Act r/w IPC - Dacoity (Sec 395 to 398 IPC) - I (Col.33),SC/ST(Prevention of Atrocities) Act r/w IPC - Dacoity (Sec 395 to 398 IPC) - V (Col.34),SC/ST(Prevention of Atrocities) Act r/w IPC - Dacoity (Sec 395 to 398 IPC) - R (Col.35),"SC/ST(Prevention of Atrocities) Act r/w IPC - Arson (Section 435, 436, 438 IPC) - I (Col.36)","SC/ST(Prevention of Atrocities) Act r/w IPC - Arson (Section 435, 436, 438 IPC) - V (Col.37)","SC/ST(Prevention of Atrocities) Act r/w IPC - Arson (Section 435, 436, 438 IPC) - R (Col.38)",SC/ST(Prevention of Atrocities) Act r/w IPC - Other IPC Crimes * - I (Col.39),SC/ST(Prevention of Atrocities) Act r/w IPC - Other IPC Crimes * - V (Col.40),SC/ST(Prevention of Atrocities) Act r/w IPC - Other IPC Crimes * - R (Col.41),SC/ST(Prevention of Atrocities) Act r/w IPC - Total Crime/Atrocities under SC/ST (POA) Act r/w IPC - I (Col.42),SC/ST(Prevention of Atrocities) Act r/w IPC - Total Crime/Atrocities under SC/ST (POA) Act r/w IPC - V (Col.43),SC/ST(Prevention of Atrocities) Act r/w IPC - Total Crime/Atrocities under SC/ST (POA) Act r/w IPC - R (Col.44),SC/ST (Prevention of Atrocities) Act only (Without IPC) - I (Col.45),SC/ST (Prevention of Atrocities) Act only (Without IPC) - V (Col.46),SC/ST (Prevention of Atrocities) Act only (Without IPC) - R (Col.47),Total of SC/ST (Prevention of Atrocities) Act (With & Without IPC) - I (Col.48),Total of SC/ST (Prevention of Atrocities) Act (With & Without IPC) - V (Col.49),Total of SC/ST (Prevention of Atrocities) Act (With & Without IPC) - R (Col.50),Protection of Civil Rights Act against SCs - I (Col.51),Protection of Civil Rights Act against SCs - V (Col.52),Protection of Civil Rights Act against SCs - R (Col.53),Total Crime/ Atrocities Against Scheduled Caste - I (Col.54),Total Crime/ Atrocities Against Scheduled Caste - V (Col.55),Total Crime/ Atrocities Against Scheduled Caste - R (Col.56)
1,Andhra Pradesh,25,25,0.3,42,42,0.5,10,10,0.1,303,303,3.6,247,247,2.9,28,28,0.3,21,21,0.2,2,2,0,5,5,0.1,34,34,0.4,21,21,0.2,12,12,0.1,0,0,0,0,0,0,3,3,0,6,6,0.1,90,90,1.1,17,17,0.2,15,35,0.2,0,0,0,1,1,0,11,11,0.1,1320,1371,15.6,1889,1960,22.4,446,464,5.3,2335,2424,27.6,0,0,0,2335,2424,27.6
2,Arunachal Pradesh,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,NA
3,Assam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0.2,4,4,0.2,0,0,0,4,4,0.2
4,Bihar,54,57,0.3,0,0,0,246,271,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,45,0.3,0,0,0,0,0,0,0,0,0,0,0,0,23,23,0.1,5080,5292,30.7,5448,5688,32.9,253,253,1.5,5701,5941,34.4,0,0,0,5701,5941,34.4
5,Chhattisgarh,4,4,0.1,4,4,0.1,4,4,0.1,56,56,1.7,35,35,1.1,15,15,0.5,2,2,0.1,0,0,0,4,4,0.1,2,2,0.1,4,4,0.1,0,0,0,0,0,0,0,0,0,3,3,0.1,1,1,0,94,94,2.9,0,0,0,7,7,0.2,0,0,0,0,0,0,0,0,0,68,68,2.1,243,243,7.4,0,0,0,243,243,7.4,0,0,0,243,243,7.4
6,Goa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3.9,0,0,0,0,0,0,0,0,0,3,4,11.8,4,7,15.7,6,6,23.6,10,13,39.3,1,1,3.9,11,14,43.2
7,Gujarat,32,35,0.8,35,43,0.9,64,75,1.6,75,75,1.8,25,25,0.6,36,36,0.9,6,6,0.1,2,2,0,6,6,0.1,0,0,0,57,57,1.4,22,22,0.5,0,0,0,3,3,0.1,22,22,0.5,10,10,0.2,70,72,1.7,1,1,0,99,180,2.4,16,16,0.4,8,10,0.2,11,11,0.3,688,752,16.9,1156,1327,28.4,165,166,4,1321,1493,32.4,1,1,0,1322,1494,32.4
8,Haryana,34,34,0.7,14,14,0.3,19,19,0.4,102,102,2,34,34,0.7,33,33,0.6,20,20,0.4,2,2,0,13,13,0.3,3,3,0.1,41,41,0.8,1,1,0,0,0,0,0,0,0,7,7,0.1,33,33,0.6,97,97,1.9,12,12,0.2,40,40,0.8,1,1,0,1,1,0,7,7,0.1,233,236,4.6,604,607,11.8,35,35,0.7,639,642,12.5,0,0,0,639,642,12.5
9,Himachal Pradesh,0,0,0,0,0,0,0,0,0,4,4,0.2,4,4,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.1,15,15,0.9,100,100,5.8,115,115,6.7,1,1,0.1,116,116,6.7
10,Jammu & Kashmir,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.1,1,1,0.1
11,Jharkhand,2,2,0.1,2,2,0.1,2,2,0.1,4,4,0.1,0,0,0,3,3,0.1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0.1,1,1,0,2,2,0.1,0,0,0,0,0,0,0,0,0,2,2,0.1,18,18,0.5,507,507,12.7,525,525,13.2,0,0,0,525,525,13.2
12,Karnataka,48,49,0.5,29,31,0.3,9,17,0.1,49,51,0.5,35,37,0.3,4,4,0,8,8,0.1,0,0,0,2,2,0,1,1,0,32,33,0.3,14,14,0.1,0,0,0,0,0,0,16,17,0.2,2,2,0,93,93,0.9,1,1,0,59,161,0.6,0,0,0,0,0,0,0,0,0,108,125,1,429,562,4.1,1437,1535,13.7,1866,2097,17.8,3,10,0,1869,2107,17.8
13,Kerala,7,7,0.2,6,6,0.2,30,31,1,95,97,3.1,61,63,2,28,28,0.9,2,2,0.1,1,1,0,3,3,0.1,4,4,0.1,6,6,0.2,4,4,0.1,0,0,0,0,0,0,0,0,0,2,2,0.1,142,142,4.7,1,1,0,44,49,1.4,0,0,0,0,0,0,0,0,0,386,399,12.7,721,742,23.7,89,93,2.9,810,835,26.6,0,0,0,810,835,26.6
14,Madhya Pradesh,81,81,0.7,106,106,0.9,87,88,0.8,686,686,6,403,403,3.6,226,226,2,11,11,0.1,5,5,0,41,41,0.4,6,6,0.1,61,62,0.5,34,35,0.3,0,0,0,0,0,0,18,18,0.2,9,9,0.1,439,439,3.9,3,3,0,56,110,0.5,3,3,0,0,0,0,21,21,0.2,3369,3464,29.7,4918,5069,43.4,4,4,0,4922,5073,43.4,0,0,0,4922,5073,43.4
15,Maharashtra,45,46,0.3,60,71,0.5,35,45,0.3,352,352,2.7,170,170,1.3,137,137,1,18,18,0.1,2,2,0,25,25,0.2,5,5,0,40,41,0.3,19,20,0.1,2,2,0,0,0,0,16,16,0.1,3,3,0,220,220,1.7,1,1,0,235,268,1.8,10,10,0.1,12,12,0.1,15,17,0.1,488,518,3.7,1518,1606,11.4,218,219,1.6,1736,1825,13.1,14,14,0.1,1750,1839,13.2
16,Manipur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2.1,2,2,2.1,0,0,0,2,2,2.1,0,0,0,2,2,2.1
17,Meghalaya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,Mizoram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,Nagaland,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA
20,Odisha,11,11,0.2,93,93,1.3,97,112,1.3,178,178,2.5,80,80,1.1,21,21,0.3,76,76,1.1,0,0,0,1,1,0,7,7,0.1,14,14,0.2,5,5,0.1,0,0,0,0,0,0,1,1,0,8,8,0.1,119,119,1.7,2,2,0,155,166,2.2,1,1,0,1,1,0,21,21,0.3,1097,1097,15.3,1796,1822,25,0,0,0,1796,1822,25,0,0,0,1796,1822,25
21,Punjab,7,7,0.1,8,8,0.1,1,1,0,9,9,0.1,4,4,0,3,3,0,1,1,0,0,0,0,1,1,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,1,1,0,2,2,0,16,16,0.2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,46,48,0.5,91,93,1,41,42,0.5,132,135,1.5,0,0,0,132,135,1.5
22,Rajasthan,66,67,0.5,13,13,0.1,46,46,0.4,118,120,1,92,93,0.8,20,21,0.2,6,6,0,0,0,0,0,0,0,0,0,0,67,69,0.5,16,18,0.1,0,0,0,0,0,0,10,10,0.1,41,41,0.3,327,329,2.7,25,25,0.2,0,0,0,2,2,0,0,0,0,11,11,0.1,4353,4437,35.6,5028,5119,41.1,106,107,0.9,5134,5226,42,0,0,0,5134,5226,42
23,Sikkim,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3.5,1,1,3.5,0,0,0,1,1,3.5
24,Tamil Nadu,57,58,0.4,78,84,0.5,5,5,0,25,25,0.2,12,12,0.1,9,9,0.1,3,3,0,0,0,0,1,1,0,0,0,0,8,8,0.1,3,3,0,0,0,0,0,0,0,4,4,0,1,1,0,40,40,0.3,1,1,0,113,152,0.8,3,3,0,0,0,0,2,2,0,873,907,6,1205,1285,8.3,82,117,0.6,1287,1402,8.9,4,4,0,1291,1406,8.9
